query,rule_id,similarity_score,ollama_score
Build a Decentralized Blockchain Network with Consensus Stability,r15,0.3977,0.7
Build a Decentralized Blockchain Network with Consensus Stability,r16,0.371,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r17,0.3438,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r18,0.4233,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r19,0.4034,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r20,0.3565,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r21,0.4034,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r22,0.3381,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r23,0.4411,0.5
Build a Decentralized Blockchain Network with Consensus Stability,r24,0.4722,0.5
Build a Decentralized Blockchain Network with Consensus Stability,r25,0.4254,0.5
Build a Decentralized Blockchain Network with Consensus Stability,r26,0.4254,0.5
Build a Decentralized Blockchain Network with Consensus Stability,r27,0.4006,0.5
Build a Decentralized Blockchain Network with Consensus Stability,r28,0.4105,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r29,0.3999,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r30,0.4105,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r31,0.361,0.8
Build a Decentralized Blockchain Network with Consensus Stability,r32,0.3083,0.4
Build a Decentralized Blockchain Network with Consensus Stability,r33,0.4415,0.4
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r1,0.6238,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r2,0.633,0.8
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r3,0.5811,0.9
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r4,0.6514,0.8
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r5,0.6401,0.9
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r6,0.1029,0.7
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r7,0.3644,0.6
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r8,0.3425,0.7
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r9,0.3618,0.6
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r10,0.3924,0.7
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r11,0.1824,0.9
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r12,0.1312,0.0
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r13,0.2315,0.8
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r14,0.1342,0.2
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r15,0.3916,0.0
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r16,0.3302,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r17,0.104,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r18,0.2294,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r19,0.1999,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r20,0.2363,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r21,0.1999,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r22,0.2264,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r23,0.4752,0.0
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r24,0.4339,0.0
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r25,0.3772,0.0
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r26,0.3955,0.0
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r27,0.2739,0.0
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r28,0.3486,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r29,0.3811,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r30,0.3486,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r31,0.3492,0.1
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r32,0.6427,0.7
Setup an Edge AI Inference Node with Thermal and Memory Safeguards,r33,0.6517,0.0
Deploy a Backup Server with SSH Access and Network Stability,r1,0.3659,0.05
Deploy a Backup Server with SSH Access and Network Stability,r2,0.3855,0.3
Deploy a Backup Server with SSH Access and Network Stability,r3,0.3649,0.4
Deploy a Backup Server with SSH Access and Network Stability,r4,0.4939,0.3
Deploy a Backup Server with SSH Access and Network Stability,r5,0.5201,0.4
Deploy a Backup Server with SSH Access and Network Stability,r6,0.0625,0.05
Deploy a Backup Server with SSH Access and Network Stability,r7,0.3514,0.1
Deploy a Backup Server with SSH Access and Network Stability,r8,0.3192,0.2
Deploy a Backup Server with SSH Access and Network Stability,r9,0.3972,0.1
Deploy a Backup Server with SSH Access and Network Stability,r10,0.4041,0.2
Deploy a Backup Server with SSH Access and Network Stability,r11,0.0315,0.05
Deploy a Backup Server with SSH Access and Network Stability,r12,0.0212,0.1
Deploy a Backup Server with SSH Access and Network Stability,r13,0.2756,0.1
Deploy a Backup Server with SSH Access and Network Stability,r14,0.1144,0.05
Deploy a Backup Server with SSH Access and Network Stability,r15,0.5472,0.7
Deploy a Backup Server with SSH Access and Network Stability,r16,0.3591,0.5
Deploy a Backup Server with SSH Access and Network Stability,r17,0.1632,0.3
Deploy a Backup Server with SSH Access and Network Stability,r18,0.3187,0.4
Deploy a Backup Server with SSH Access and Network Stability,r19,0.3122,0.4
Deploy a Backup Server with SSH Access and Network Stability,r20,0.2554,0.4
Deploy a Backup Server with SSH Access and Network Stability,r21,0.3122,0.4
Deploy a Backup Server with SSH Access and Network Stability,r22,0.2716,0.4
Deploy a Backup Server with SSH Access and Network Stability,r23,0.4304,0.05
Deploy a Backup Server with SSH Access and Network Stability,r24,0.4281,0.05
Deploy a Backup Server with SSH Access and Network Stability,r25,0.4373,0.05
Deploy a Backup Server with SSH Access and Network Stability,r26,0.414,0.05
Deploy a Backup Server with SSH Access and Network Stability,r27,0.4049,0.05
Deploy a Backup Server with SSH Access and Network Stability,r28,0.4288,0.4
Deploy a Backup Server with SSH Access and Network Stability,r29,0.3984,0.4
Deploy a Backup Server with SSH Access and Network Stability,r30,0.4288,0.4
Deploy a Backup Server with SSH Access and Network Stability,r31,0.3865,0.4
Deploy a Backup Server with SSH Access and Network Stability,r32,0.4082,0.05
Deploy a Backup Server with SSH Access and Network Stability,r33,0.4967,0.05
Create an IoT Temperature Sensor Node with Thermal Thresholds,r1,0.1866,0.05
Create an IoT Temperature Sensor Node with Thermal Thresholds,r2,0.1585,0.6
Create an IoT Temperature Sensor Node with Thermal Thresholds,r3,0.1529,0.8
Create an IoT Temperature Sensor Node with Thermal Thresholds,r4,0.2434,0.05
Create an IoT Temperature Sensor Node with Thermal Thresholds,r5,0.2171,0.6
Create an IoT Temperature Sensor Node with Thermal Thresholds,r6,0.113,0.05
Create an IoT Temperature Sensor Node with Thermal Thresholds,r7,0.2367,0.1
Create an IoT Temperature Sensor Node with Thermal Thresholds,r8,0.2569,0.2
Create an IoT Temperature Sensor Node with Thermal Thresholds,r9,0.2138,0.1
Create an IoT Temperature Sensor Node with Thermal Thresholds,r10,0.2538,0.2
Create an IoT Temperature Sensor Node with Thermal Thresholds,r11,0.3755,0.9
Create an IoT Temperature Sensor Node with Thermal Thresholds,r12,0.399,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r13,0.3261,0.7
Create an IoT Temperature Sensor Node with Thermal Thresholds,r14,0.2373,0.05
Create an IoT Temperature Sensor Node with Thermal Thresholds,r15,0.2431,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r16,0.2267,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r17,0.284,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r18,0.3415,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r19,0.2865,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r20,0.2583,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r21,0.2865,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r22,0.2166,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r23,0.3101,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r24,0.2955,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r25,0.2156,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r26,0.2333,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r27,0.1578,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r28,0.2644,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r29,0.2294,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r30,0.2644,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r31,0.1962,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r32,0.1176,0.0
Create an IoT Temperature Sensor Node with Thermal Thresholds,r33,0.1859,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r1,0.2079,0.05
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r2,0.2854,0.1
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r3,0.232,0.1
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r4,0.3516,0.1
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r5,0.3331,0.1
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r6,0.1057,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r7,0.2819,0.1
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r8,0.2191,0.1
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r9,0.2718,0.1
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r10,0.2807,0.1
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r11,0.1853,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r12,0.1123,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r13,0.2259,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r14,0.1681,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r15,0.3454,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r16,0.319,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r17,0.2813,0.8
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r18,0.3259,0.6
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r19,0.3326,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r20,0.34,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r21,0.3326,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r22,0.3922,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r23,0.3676,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r24,0.3831,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r25,0.3498,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r26,0.3559,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r27,0.3423,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r28,0.3421,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r29,0.3783,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r30,0.3421,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r31,0.417,0.7
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r32,0.3314,0.0
Deploy a Static Web Server with MTU and Packet Loss Monitoring,r33,0.3726,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r1,0.1935,0.05
Setup a Digital Signage System with Fan Speed Safeguards,r2,0.1823,0.1
Setup a Digital Signage System with Fan Speed Safeguards,r3,0.2193,0.1
Setup a Digital Signage System with Fan Speed Safeguards,r4,0.2854,0.1
Setup a Digital Signage System with Fan Speed Safeguards,r5,0.3513,0.1
Setup a Digital Signage System with Fan Speed Safeguards,r6,0.0371,0.05
Setup a Digital Signage System with Fan Speed Safeguards,r7,0.2246,0.1
Setup a Digital Signage System with Fan Speed Safeguards,r8,0.253,0.1
Setup a Digital Signage System with Fan Speed Safeguards,r9,0.2563,0.1
Setup a Digital Signage System with Fan Speed Safeguards,r10,0.3099,0.1
Setup a Digital Signage System with Fan Speed Safeguards,r11,0.0725,0.8
Setup a Digital Signage System with Fan Speed Safeguards,r12,0.1075,0.9
Setup a Digital Signage System with Fan Speed Safeguards,r13,0.5383,0.9
Setup a Digital Signage System with Fan Speed Safeguards,r14,0.0391,0.05
Setup a Digital Signage System with Fan Speed Safeguards,r15,0.2752,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r16,0.4028,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r17,0.1963,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r18,0.359,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r19,0.2954,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r20,0.2866,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r21,0.2954,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r22,0.2715,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r23,0.416,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r24,0.3619,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r25,0.3549,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r26,0.401,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r27,0.3248,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r28,0.3335,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r29,0.3416,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r30,0.3335,0.0
Setup a Digital Signage System with Fan Speed Safeguards,r31,0.3157,0.0
