query,rule_ids
Build a Nuclear Plant Sensor meshwork with Zero Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
physique a Nuclear Plant Sensor Network with Zero Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
establish a Nuclear Plant Sensor Network with Zero Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build a Nuclear Plant Sensor Network with zilch Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build a Nuclear Plant Sensor Network with Zero Packet deprivation,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build a Nuclear Plant Sensor Network with Zero packet boat Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build a Nuclear Plant Sensor Network with zero point Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
human body a Nuclear Plant Sensor Network with Zero Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build adenine Nuclear Plant Sensor Network with Zero Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build group a Nuclear Plant Sensor Network with Zero Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
construct a Nuclear Plant Sensor Network with Zero Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build a Nuclear Plant Sensor Network with Zero Packet exit,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build a Nuclear Plant Sensor Network with Zero mailboat Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build a Nuclear Plant Sensor Network with Zero Packet passing,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build a Nuclear Plant Sensor Network with null Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Build axerophthol Nuclear Plant Sensor Network with Zero Packet Loss,r16;r17;r18;r19;r20;r21;r22;r28;r29;r30;r31
Setup a Railway Signaling System with processor Stability,r7;r8;r9;r10
frame-up a Railway Signaling System with CPU Stability,r7;r8;r9;r10
Setup a railway line Signaling System with CPU Stability,r7;r8;r9;r10
Setup a Railway point System with CPU Stability,r7;r8;r9;r10
Setup a Railway sign System with CPU Stability,r7;r8;r9;r10
Setup a railroad track Signaling System with CPU Stability,r7;r8;r9;r10
Setup a Railway signalize System with CPU Stability,r7;r8;r9;r10
Setup a Railway Signaling scheme with CPU Stability,r7;r8;r9;r10
Setup a Railway Signaling System with central processing unit Stability,r7;r8;r9;r10
Setup a railway system Signaling System with CPU Stability,r7;r8;r9;r10
Setup a Railway Signaling organization with CPU Stability,r7;r8;r9;r10
apparatus a Railway Signaling System with CPU Stability,r7;r8;r9;r10
Setup a railroad line Signaling System with CPU Stability,r7;r8;r9;r10
Setup axerophthol Railway Signaling System with CPU Stability,r7;r8;r9;r10
Setup vitamin a Railway Signaling System with CPU Stability,r7;r8;r9;r10
Setup deoxyadenosine monophosphate Railway Signaling System with CPU Stability,r7;r8;r9;r10
Setup a Railway Signaling organisation with CPU Stability,r7;r8;r9;r10
Setup a Railway Signaling System with CPU constancy,r7;r8;r9;r10
Setup a Railway Signaling System with CPU stableness,r7;r8;r9;r10
Setup a Railway Signaling System with mainframe Stability,r7;r8;r9;r10
Create adenine Augmented Reality Classroom with SSH Access,r15
Create a Augmented Reality Classroom with SSH approach,r15
Create a Augmented Reality Classroom with SSH admittance,r15
Create a Augmented Reality Classroom with SSH admission,r15
produce a Augmented Reality Classroom with SSH Access,r15
Create a augment Reality Classroom with SSH Access,r15
Create deoxyadenosine monophosphate Augmented Reality Classroom with SSH Access,r15
Create a Augmented Reality Classroom with SSH get at,r15
Create type a Augmented Reality Classroom with SSH Access,r15
make a Augmented Reality Classroom with SSH Access,r15
Create a Augmented realism Classroom with SSH Access,r15
Create angstrom Augmented Reality Classroom with SSH Access,r15
Create a Augmented Reality Classroom with SSH entree,r15
Create a Augmented Reality Classroom with SSH accession,r15
Create a Augmented realness Classroom with SSH Access,r15
Create ampere Augmented Reality Classroom with SSH Access,r15
Create group a Augmented Reality Classroom with SSH Access,r15
Create a Augmented Reality schoolroom with SSH Access,r15
Create a Augmented world Classroom with SSH Access,r15
Create antiophthalmic factor Augmented Reality Classroom with SSH Access,r15
Provision a Wind Turbine Monitoring Node with Thermal curb,r11;r12;r13
Provision a Wind Turbine Monitoring knob with Thermal Controls,r11;r12;r13
proviso a Wind Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision a Wind Turbine Monitoring Node with Thermal operate,r11;r12;r13
Provision a Wind Turbine monitor Node with Thermal Controls,r11;r12;r13
Provision group a Wind Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision type a Wind Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision a Wind Turbine Monitoring Node with Thermal ensure,r11;r12;r13
Provision a Wind Turbine Monitoring thickening with Thermal Controls,r11;r12;r13
Provision antiophthalmic factor Wind Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision a air current Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision a Wind Turbine Monitoring Node with Thermal see to it,r11;r12;r13
Provision a fart Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision a roll Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision a Wind Turbine Monitoring Node with caloric Controls,r11;r12;r13
Provision angstrom unit Wind Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision a Wind Turbine Monitoring client with Thermal Controls,r11;r12;r13
Provision a Wind Turbine Monitoring Node with thermic Controls,r11;r12;r13
Provision a steer Turbine Monitoring Node with Thermal Controls,r11;r12;r13
Provision a Wind Turbine supervise Node with Thermal Controls,r11;r12;r13
Deploy a Underwater Data Acoustic data link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic Link with Buffer tribute,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic colligate with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic Link with cowcatcher Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater datum Acoustic Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy type a Underwater Data Acoustic Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic Link with Buffer auspices,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater data point Acoustic Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic unite with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic nexus with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater information Acoustic Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data acoustical Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic associate with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic yoke with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic Link with polisher Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a Underwater Data Acoustic contact with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a subaqueous Data Acoustic Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy a submerged Data Acoustic Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy antiophthalmic factor Underwater Data Acoustic Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
Deploy vitamin a Underwater Data Acoustic Link with Buffer Protection,r23;r24;r25;r26;r27;r32;r33
bod a Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build deoxyadenosine monophosphate Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build angstrom Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build a Lunar Rover Communication Hub with DPDK optimisation,r23;r24;r25;r26;r27;r32;r33
flesh a Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build group a Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build angstrom unit Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build a Lunar wanderer Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build a Lunar bird of passage Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
soma a Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
progress a Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
work up a Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build amp Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build antiophthalmic factor Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
construct a Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build a Lunar scouter Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build a Lunar roamer Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build a Lunar Rover communicating Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
frame a Lunar Rover Communication Hub with DPDK Optimizations,r23;r24;r25;r26;r27;r32;r33
Build a Lunar Rover Communication Hub with DPDK optimization,r23;r24;r25;r26;r27;r32;r33
Deploy angstrom load balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a load halter with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy ampere load balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy type a load balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a load balancer with 3GHz of swear out capabilites,r7;r8;r9;r10
Deploy a consignment balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a load balancer with 3GHz of serve capabilites,r7;r8;r9;r10
Deploy vitamin a load balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a load balancer with 3GHz of process capabilites,r7;r8;r9;r10
Deploy a onus balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy group a load balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a encumbrance balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a cargo balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy axerophthol load balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a laden balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a load haltere with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a charge balancer with 3GHz of processing capabilites,r7;r8;r9;r10
Deploy a load balancer with 3GHz of action capabilites,r7;r8;r9;r10
Deploy a load balancer with 3GHz of sue capabilites,r7;r8;r9;r10
Deploy a adulterate balancer with 3GHz of processing capabilites,r7;r8;r9;r10
